,index,teacher,heart,reviewer,date,kinds,content_title,review_title,content,rated
1461,1461,정종영,2565,안*준,23.01.28,3036,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,1강 숙제한 32세입니다.,"유튜버 미미미누 영상 중 N수의 신 콘텐츠에서 서울대 의대 출신이 정종영 선생님의 3주완성 개념끝판왕 좋다고 소개해서 1강 들었습니다. 

대학은 운 좋게 논술로 가고 취업도 했지만 중고등학교 때 수학을 포기하고 수학을 피해서 살았던 게 평생 한이었습니다.
그래서 항상 시간이 있으면 수학 공부를 해서 한을 풀고싶었습니다. 그런데 막상 공부를 하려니 어디서부터 어디까지 공부해야하는지 모르겠고 공부를 하려고 해도 할 수가 없어서 답답했습니다.

그런데 오늘 선생님 강의를 듣고 딱 깨닫고 울컥했습니다. 정말 감사합니다 선생님, 비록 강의를 중간에 여러번 멈추고 생각하면서 따라갔지만 그간의 제 갈증이 말끔히 씻어지는 경험을 했습니다. 

정말 우연히 선생님 강의를 알게되었고 이렇게 강의를 들을 수 있어서 정말 너무너무 행복합니다. 

수능에는 관심이 없지만 선생님 강의를 열심히 잘 따라가서 인생 대박치겠습니다. 

감사합니다!! ",베스트
1462,1462,정종영,2565,h*e,23.01.26,2452,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 016] [완강] 개념 끝판왕=정종영 선생님입니다,"와 처음강의 들은게 12월인데 완강하기까지 너무 오래걸렸네요 ㅜㅜ 
중간에 여러 고민이 많아서 포기할 뻔 했지만 다시 시작해서 완강 해냈습니다!!

강의와 교재의 장점

 1. 선생님께서 강의 시작하실때 마다 글귀를 소개해주시고 한마디씩 응원해주시는게 너무 도움됐어요
그것 때문에 인강을 켜는게 부담스럽지 않았고 오늘은 어떤 글귀를 소개해주실지 기대하면서 들어왔고 완강까지 할 수 있었어요
그리고 정말 신기하게도 그날 그날 고민에 딱 맞는 글귀들을 소개해 주셔서 선생님의 인강을 듣고 나면 고민이 해소되고 힐링됐던 적이 많았어요 ㅎㅎ

2.강의 교재는 개념설명이 구어체로 돼있어서 선생님께서 직접 옆에서 설명해주시는 것 같고 혼자 복습할 때 정말 도움돼요!!
요약된 꿀팁으로 이번 시간에 챙겨가야 할 가장 핵심적인 내용만 빠르게 다시볼 수 있어서 좋았어요 문제가 안풀릴 때 이것만 보고 다시 푸니까 잘 풀렸습니다

3.여러가지 풀이를 보여주시는것도 정말 좋았어요! 내가 푼 방법이 틀린것이 아니고 또 다른 방법으로 풀면 더 쉽게 접근할 수 있다는걸 알려주십니당
다음에 풀때는 꼭 적용해야겠다고 생각하고 체크해놓은 팁들이 정말 많아요ㅎ 복습하면서 체화하고 앞으로 수특 풀면서 적용해 볼 예정입니다

선생님 말씀대로 완강하는 것은 힘들지만 하고나면 그 하나의 작은 성취로 인해 앞으로의 수험생활에 자신감을 가지게 되는것 같아요
앞으로도 선생님과 함께 수특 수완까지 많은 문제를 풀고 실전모의고사로 연습한다면 1등급 만점까지 가능하다는 생각이 들었습니다
물론 강의만 듣고 복습과 스스로 문제풀고 고민하는 시간이 없다면 고득점을 할 수 없다는 것도 알기 때문에 
이제 다시 1강부터 별표 쳐놨던 문제들 반복해서 복습하고 수능날까지 이 교재 한권을 기초로해서 단권화 해 나갈 계획이예요

수능특강은 수학2만 하셔서 아쉽지만 수특 강의 열리면 바로 들으러 갈게요~!!",베스트
1463,1463,정종영,2565,김*정,23.02.22,5,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 109] 9강 숙제입니다!,오늘 문제 푸는데 어떤 공식에 적용해야될지 보여서 조금씩 발전하고 있구나 뿌듯했어요! 앞으로도 열심히 해서 꼭 수학점수 올려야겠어욥😠,5점
1464,1464,정종영,2565,정*영,23.02.22,4,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 085] 25강 숙제입니다.,25강 숙제입니다.,5점
1465,1465,정종영,2565,서*우,23.02.21,6,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이068] 26강 숙제입니다,26강 숙제입니다!,5점
1466,1466,정종영,2565,장*훈,23.02.21,11,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 104] 7강 숙제,17,5점
1467,1467,정종영,2565,임*하,23.02.21,4,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 099] 25강 숙제입니다,답은 3입니당 (사진이 안 올라가지네요 ㅜㅜ),5점
1468,1468,정종영,2565,임*하,23.02.21,3,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 099] 24강 숙제입니다,정답 4 입니다,5점
1469,1469,정종영,2565,김*민,23.02.21,6,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,(대박이102) 3강 과제,.,5점
1470,1470,정종영,2565,황*웅,23.02.21,6,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,"[대박이106] 4,5강 숙제입니다.","4강 

1) 양 변을 2로 나누어 식을 간단히 하면 x^2-5x+6<0 이므로 인수분해하여 (x-3)(x-2)<으로 나타낼 수 있습니다. 따라서 이 부둥식의 해는 2<x<3 입니다.

2)

-3<x+1<3 -> -4<x<2 ->-3.-2,-1,0,1 총 5개.

5강

1) 

분모를 0으로 만드는 x값이 -2이므로 분모는 x+2 즉, b=2

일차항의 계수의 비 a=3.  a+b=5

2)

시작점 (-3,a) 으로 하고 오른쪽 아래로 향하는 무리함수는 x=-2에서 최댓값이므로 1=-1+a -> a=2  
x=6에서 최솟값이므로 m=-3+2=-1 

am=-1*2=-2

좋은 강의 감사드립니다.",스페셜
1471,1471,정종영,2565,이*랑,23.02.21,11,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이026] 11강 숙제 입니다!,"    
11강 숙제 입니다!",5점
1472,1472,정종영,2565,김*주,23.02.21,6,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이108] 4강 숙제입니다.,4강 ,5점
1473,1473,정종영,2565,최*웅,23.02.21,4,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,대박이087 24강 숙제,수열 어려워요ㅠ,5점
1474,1474,정종영,2565,박*영,23.02.21,13,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이092] 23강 숙제,"23강 숙제입니다!
문제 풀이부분 보기 전에 혼자 풀었을 때 sin값 ➡️cos값 순으로 풀었는데
어떤 값을 먼저 구하는지 순서는 상관없는 것 맞나요?",5점
1475,1475,정종영,2565,박*영,23.02.21,8,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이092] 22강 숙제,"오늘도 안녕하십니까~!
22강 숙제입니다~",5점
1476,1476,정종영,2565,김*주,23.02.21,3,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이108] 3강 숙제입니다.,3강,5점
1477,1477,정종영,2565,장*훈,23.02.21,8,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 104] 6강 숙제,B>C>A,5점
1478,1478,정종영,2565,박*민,23.02.24,1426,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,꼭 들으세요! 이보다 좋은 강의는 없을거라 생각합니다. 🤩,"안녕하세요?😊

수능준비를 하고있는 대박이입니다!

부계정으로 긴 수강후기 한번 남겨봐요 !

2022년부터 수학 공부를 제대로 하게되서 약 6개월째 공부중입니다.

닥터링으로 기본개념을 다지고 수능개념,수능특강을 하고 기출공부중인데요

닥터링 수학1에서 정종영쌤 강의를 듣게되고 수능개념 수능특강 수학1,2를 모두 정종영쌤 강의로 선택해 들었습니다.

선생님 강의를 듣게된건 행운이라 생각합니다.

지금까지 본 선생님들중 가장 잘 가르치신다고 생각합니다!

강의 시작하고 들려주시는 글귀도 너무 좋았습니다.

비록 모니터에서 만나는 선생님이지만 선생님이 해주시는 말들과 글귀가 너무 좋고 지친 마음을 위로받는

느낌이 들어 정말 좋았습니다.

닥터링 수학2를 할땐 선생님의 강좌가 없어서 너무 아쉬울정도였어요..

닥터링을 마친후 수능개념과 수능특강도 모두 정종영쌤 강의로 선택했습니다.

이해도 잘되고 문제풀이도 꼼꼼하게 해주셔서 너무 좋았습니다.

가끔 스페셜 수강후기도 남기고 완강후기도 남겼었는데

그때마다 정성스럽게 댓글을 남겨주셔서 정말 감사드립니다.

지금은 기출문제를 풀면서 가끔 잊어버린 개념이 있을때 선생님의 강의를 듣는데

개념설명을 차근차근 자세히 해주시는 모습을 보고 이 수강후기를 적게 되었습니다.

이번수능때 꼭 좋은점수를 받아서 선생님께 말씀드리고싶습니다!

이 강의를 발견한 학생이라면 꼭 들으시길 바랍니다.

개념설명도 잘해주시고 문풀도 정말 완벽하다고 생각합니다.

저만 보고싶을정도로 좋은 강의입니다 :D 

글씨도 잘쓰셔서 집중하기에 너무 좋아요!! 

이번 수능에서 좋은 점수를 맞는 레알대박이가 되고싶어요^_^


[정종영 선생님의 강의의 장점]

1.매 강의마다 소개해주시는 글귀랑 응원의 말이 수험생활에 도움이 됩니다.

2.자세한 개념설명과 친절한 문제풀이 덕분에 수포자나 수학을 못하는 학생들도 

따라 올 수 있는 강의입니다!

3.이건 강의의 장점은 아니고 수능개념 교재의 장점인데요

교재에 나와있는 설명이 참 좋고 딱딱한 말투가 아닌 설명해주시는 부드러운 말투여서 더 좋았어요!


-정종영 선생님께 드리는말-

ebs에서 좋은 강의 찍어주셔서 정말 감사합니다 :)

목표가 치대인데 합격하면 꼭 수강후기 적으러 오겠습니다!

수강후기 댓글로 응원해주신것도 감사드리고 언제나 건강하셨으면 좋겠습니다. 

그동안 좋은 강의 정말 감사했고 앞으로도 잘 부탁드립니다!!

종영쌤 사랑해요~❤️❤️

치대 합격까지 파이팅!!",베스트
1479,1479,정종영,2565,박*람,23.02.21,977,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[ 대박이071 ] 30강 완강후기,"수1완강을 마친 20대 후반입니다..ㅎㅎ
20대 초중반에 일개미로 열심히 살다가 퇴사를 하고
새로운 꿈을 위해서 다시 펜을 잡게되었습니다.

제 최근 수능은 2015학년도 수능이에요.
그때는 문이과가 나눠져있어서 A형.B형으로 시험을 봤었고 이과는 확통,미적,기벡 이 필수였는데 19살때의 저는 확통과 수2에있던 삼각함수를(2014년에는 수2에 삼각함수가있었거든요) 미치도록 싫어했어요 ...ㅋㅋㅋㅋ
그래서 수능때까지도 발목을 잡혔죠...ㅎ
10년전에 정종영선생님의 강의를 알았더라면 제 인생이 달라졌을텐데 너무나 아쉽습니다.
그치만 지금이라도 선생님의 수업을 들을수있어서 정말 다행이라고 느낍니다.

주저리주저리는 그만하고 완강후기를 써볼게요ㅎㅎ

수능시험공부를 다시시작할때 정말 막막했어요.
너무나 달라진 교육과정과 높아진 문제수준이....포기할까?라는 마음을 자꾸 가지게 하더라구요.....
그래서 안되겠다 싶어서 '노베이스 수학강사 추천' , ' 수학노베추천' 엄청 검색했어요. 대체적으로 5분을 추천하더라구요. 5분중에는 유료인강도있어서 무료OT강의보면서 나름대로 저에게 맞는 분을 찾아보았습니다.

그래서 저는 정종영선생님께 배우자고 마음을 먹었습니다.
첫번째이유는 시작하실때 읽어주시는 글귀가 너무 좋았습니다. 할수있다는 힘을 주는것 같았어요. 그래서 저는 매일 첫 강의로 정종영선생님 강의를 들었어요. 그래야 다른과목들까지도 힘이 나더라구요.
두번째이유는 자세한설명이였습니다. 선생님의 수학책은 교과서를 제외하고는 한글이 가장많은 책인것같아요. 그래서 강의를 끝내고 복습할때 정말 편했습니다.
세번째이유는 수강후기 답글입니다. 저는 수강후기의 답글이 학생에게 큰 영향을 미칠거라고는 생각을 못했는데....!! 이 영향이 어마어마 했습니다! 공부하기 싫은날..(그런날이 있잖아요 모두...하핳) 진짜 하기싫은데...대박이 번호도있고, 내가 얼마나 공부했는지 바로바로 업데이트되고...안할수가없었어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 수강후기올리면 선생님 풀이답글을 기다리게되더라구요ㅋㅋㅋㅋㅋㅋ..ㅎ
그래서 이렇게 완강을 할 수 있었습니다..!

정종영선생님 좋은 강의 진심으로 감사합니다!!!
남은 수2도 수특도 수완도 함께 해주세요!!!＼(^^)／",베스트
1480,1480,정종영,2565,안*준,23.01.28,3036,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,1강 숙제한 32세입니다.,"유튜버 미미미누 영상 중 N수의 신 콘텐츠에서 서울대 의대 출신이 정종영 선생님의 3주완성 개념끝판왕 좋다고 소개해서 1강 들었습니다. 

대학은 운 좋게 논술로 가고 취업도 했지만 중고등학교 때 수학을 포기하고 수학을 피해서 살았던 게 평생 한이었습니다.
그래서 항상 시간이 있으면 수학 공부를 해서 한을 풀고싶었습니다. 그런데 막상 공부를 하려니 어디서부터 어디까지 공부해야하는지 모르겠고 공부를 하려고 해도 할 수가 없어서 답답했습니다.

그런데 오늘 선생님 강의를 듣고 딱 깨닫고 울컥했습니다. 정말 감사합니다 선생님, 비록 강의를 중간에 여러번 멈추고 생각하면서 따라갔지만 그간의 제 갈증이 말끔히 씻어지는 경험을 했습니다. 

정말 우연히 선생님 강의를 알게되었고 이렇게 강의를 들을 수 있어서 정말 너무너무 행복합니다. 

수능에는 관심이 없지만 선생님 강의를 열심히 잘 따라가서 인생 대박치겠습니다. 

감사합니다!! ",베스트
1481,1481,정종영,2565,h*e,23.01.26,2452,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 016] [완강] 개념 끝판왕=정종영 선생님입니다,"와 처음강의 들은게 12월인데 완강하기까지 너무 오래걸렸네요 ㅜㅜ 
중간에 여러 고민이 많아서 포기할 뻔 했지만 다시 시작해서 완강 해냈습니다!!

강의와 교재의 장점

 1. 선생님께서 강의 시작하실때 마다 글귀를 소개해주시고 한마디씩 응원해주시는게 너무 도움됐어요
그것 때문에 인강을 켜는게 부담스럽지 않았고 오늘은 어떤 글귀를 소개해주실지 기대하면서 들어왔고 완강까지 할 수 있었어요
그리고 정말 신기하게도 그날 그날 고민에 딱 맞는 글귀들을 소개해 주셔서 선생님의 인강을 듣고 나면 고민이 해소되고 힐링됐던 적이 많았어요 ㅎㅎ

2.강의 교재는 개념설명이 구어체로 돼있어서 선생님께서 직접 옆에서 설명해주시는 것 같고 혼자 복습할 때 정말 도움돼요!!
요약된 꿀팁으로 이번 시간에 챙겨가야 할 가장 핵심적인 내용만 빠르게 다시볼 수 있어서 좋았어요 문제가 안풀릴 때 이것만 보고 다시 푸니까 잘 풀렸습니다

3.여러가지 풀이를 보여주시는것도 정말 좋았어요! 내가 푼 방법이 틀린것이 아니고 또 다른 방법으로 풀면 더 쉽게 접근할 수 있다는걸 알려주십니당
다음에 풀때는 꼭 적용해야겠다고 생각하고 체크해놓은 팁들이 정말 많아요ㅎ 복습하면서 체화하고 앞으로 수특 풀면서 적용해 볼 예정입니다

선생님 말씀대로 완강하는 것은 힘들지만 하고나면 그 하나의 작은 성취로 인해 앞으로의 수험생활에 자신감을 가지게 되는것 같아요
앞으로도 선생님과 함께 수특 수완까지 많은 문제를 풀고 실전모의고사로 연습한다면 1등급 만점까지 가능하다는 생각이 들었습니다
물론 강의만 듣고 복습과 스스로 문제풀고 고민하는 시간이 없다면 고득점을 할 수 없다는 것도 알기 때문에 
이제 다시 1강부터 별표 쳐놨던 문제들 반복해서 복습하고 수능날까지 이 교재 한권을 기초로해서 단권화 해 나갈 계획이예요

수능특강은 수학2만 하셔서 아쉽지만 수특 강의 열리면 바로 들으러 갈게요~!!",베스트
1482,1482,정종영,2565,김*수,23.02.20,8,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 057] 21강 숙제,21강 숙제입니다,5점
1483,1483,정종영,2565,장*훈,23.02.20,11,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 104] 5강 숙제,"1.
5

2.
-2",스페셜
1484,1484,정종영,2565,김*나,23.02.20,9,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 052] 14강 숙제,14강 숙제입니다!!,5점
1485,1485,정종영,2565,김*환,23.02.20,18,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 095] 19강 숙제!!,개인적인 사정 때문에 몇 일 동안 강의를 못들었읍니다.. 흑흑,5점
1486,1486,정종영,2565,서*우,23.02.20,7,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이068] 25강 숙제입니다!,선생님 25강 숙제입니다!,5점
1487,1487,정종영,2565,방*현,23.02.20,5,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[ 대박이 017 ] 22강 숙제올립니다!,이렇게 나왔습니다!,5점
1488,1488,정종영,2565,정*영,23.02.20,7,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 085] 24강 숙제입니다., 24강 숙제입니다.,5점
1489,1489,정종영,2565,오*훈,23.02.20,12,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 086] 11강 숙제에요!,"정답:3

그리고 보니, 개념문제 2번의 선지 3번이 예전에 풀었을땐 이해가 안갔는데, 이번엔 다시 고민하니까 로그를 이용하면 되는구나 하고 선지가 이해가 갔어요!",5점
1490,1490,정종영,2565,서*우,23.02.20,7,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이068] 24강 숙제입니다!,24강 숙제입니다!,5점
1491,1491,정종영,2565,정*영,23.02.20,6,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 085] 23강 숙제입니다.,23강 숙제입니다.,5점
1492,1492,정종영,2565,정*주,23.02.20,8,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,<대박이110>_#6강 클리어,"오늘도 재밌고, 유익한 수업 감사합니다! 완벽히 이해했습니다 ! 수업 듣고, 필기할 부분 따로 필기도 열심히 하고 들었구요 ㅎㅎㅎ 복습도 열심히 했습니다.
앞으로도 이 마음 영원하게, 꾸준히 열심히 하겠습니다",5점
1493,1493,정종영,2565,최*웅,23.02.20,5,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,대박이087 23강 숙제,ㅎㅎ,5점
1494,1494,정종영,2565,이*원,23.02.20,2,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[대박이 113] 2강 숙제입니다,"다음 강은,, 벌써부터 겁이 나지만 다음 강도 열심히 들어보겠습니다 ㅎㅎ..!!",5점
1495,1495,정종영,2565,정*주,23.02.20,8,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,<대박이110>_#5강 클리어,"종영샘 수업 너무 재밌어요! 저 이렇게까지 연강에 열정적일 줄 몰랐어요 ! 시간 가는지 모르고 강의 보게 되네요,, ㅎㅎ 열심히 쭉 !!! 해서,,, ㅎㅎ 좋은 결과 얻도록 노력할께요! 종영샘 최고! 저는 또 강의 들으러 갑니다 ㅎㅎㅎ ",스페셜
1496,1496,정종영,2565,황*웅,23.02.20,9,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,"[대박이106] 2,3강 숙제입니다.","2강 

총 25개의 묶음으로 나눌 수 있고 각 묶음 당 값이 허수 i의 순환성질에 의해 2-2i이므로 전체의 값은 50-50i입니다.

3강

점과 직선 사이의 거리 공식에서 a=k, b=-4, c=3k이고, 점 p는 원점(0,0)으로 주어졌고 계산 결과 1이므로 k^2 = 2 입니다.

좋은 강의 감사드립니다!",5점
1497,1497,정종영,2565,박*민,23.02.24,1426,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,꼭 들으세요! 이보다 좋은 강의는 없을거라 생각합니다. 🤩,"안녕하세요?😊

수능준비를 하고있는 대박이입니다!

부계정으로 긴 수강후기 한번 남겨봐요 !

2022년부터 수학 공부를 제대로 하게되서 약 6개월째 공부중입니다.

닥터링으로 기본개념을 다지고 수능개념,수능특강을 하고 기출공부중인데요

닥터링 수학1에서 정종영쌤 강의를 듣게되고 수능개념 수능특강 수학1,2를 모두 정종영쌤 강의로 선택해 들었습니다.

선생님 강의를 듣게된건 행운이라 생각합니다.

지금까지 본 선생님들중 가장 잘 가르치신다고 생각합니다!

강의 시작하고 들려주시는 글귀도 너무 좋았습니다.

비록 모니터에서 만나는 선생님이지만 선생님이 해주시는 말들과 글귀가 너무 좋고 지친 마음을 위로받는

느낌이 들어 정말 좋았습니다.

닥터링 수학2를 할땐 선생님의 강좌가 없어서 너무 아쉬울정도였어요..

닥터링을 마친후 수능개념과 수능특강도 모두 정종영쌤 강의로 선택했습니다.

이해도 잘되고 문제풀이도 꼼꼼하게 해주셔서 너무 좋았습니다.

가끔 스페셜 수강후기도 남기고 완강후기도 남겼었는데

그때마다 정성스럽게 댓글을 남겨주셔서 정말 감사드립니다.

지금은 기출문제를 풀면서 가끔 잊어버린 개념이 있을때 선생님의 강의를 듣는데

개념설명을 차근차근 자세히 해주시는 모습을 보고 이 수강후기를 적게 되었습니다.

이번수능때 꼭 좋은점수를 받아서 선생님께 말씀드리고싶습니다!

이 강의를 발견한 학생이라면 꼭 들으시길 바랍니다.

개념설명도 잘해주시고 문풀도 정말 완벽하다고 생각합니다.

저만 보고싶을정도로 좋은 강의입니다 :D 

글씨도 잘쓰셔서 집중하기에 너무 좋아요!! 

이번 수능에서 좋은 점수를 맞는 레알대박이가 되고싶어요^_^


[정종영 선생님의 강의의 장점]

1.매 강의마다 소개해주시는 글귀랑 응원의 말이 수험생활에 도움이 됩니다.

2.자세한 개념설명과 친절한 문제풀이 덕분에 수포자나 수학을 못하는 학생들도 

따라 올 수 있는 강의입니다!

3.이건 강의의 장점은 아니고 수능개념 교재의 장점인데요

교재에 나와있는 설명이 참 좋고 딱딱한 말투가 아닌 설명해주시는 부드러운 말투여서 더 좋았어요!


-정종영 선생님께 드리는말-

ebs에서 좋은 강의 찍어주셔서 정말 감사합니다 :)

목표가 치대인데 합격하면 꼭 수강후기 적으러 오겠습니다!

수강후기 댓글로 응원해주신것도 감사드리고 언제나 건강하셨으면 좋겠습니다. 

그동안 좋은 강의 정말 감사했고 앞으로도 잘 부탁드립니다!!

종영쌤 사랑해요~❤️❤️

치대 합격까지 파이팅!!",베스트
1498,1498,정종영,2565,박*람,23.02.21,977,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,[ 대박이071 ] 30강 완강후기,"수1완강을 마친 20대 후반입니다..ㅎㅎ
20대 초중반에 일개미로 열심히 살다가 퇴사를 하고
새로운 꿈을 위해서 다시 펜을 잡게되었습니다.

제 최근 수능은 2015학년도 수능이에요.
그때는 문이과가 나눠져있어서 A형.B형으로 시험을 봤었고 이과는 확통,미적,기벡 이 필수였는데 19살때의 저는 확통과 수2에있던 삼각함수를(2014년에는 수2에 삼각함수가있었거든요) 미치도록 싫어했어요 ...ㅋㅋㅋㅋ
그래서 수능때까지도 발목을 잡혔죠...ㅎ
10년전에 정종영선생님의 강의를 알았더라면 제 인생이 달라졌을텐데 너무나 아쉽습니다.
그치만 지금이라도 선생님의 수업을 들을수있어서 정말 다행이라고 느낍니다.

주저리주저리는 그만하고 완강후기를 써볼게요ㅎㅎ

수능시험공부를 다시시작할때 정말 막막했어요.
너무나 달라진 교육과정과 높아진 문제수준이....포기할까?라는 마음을 자꾸 가지게 하더라구요.....
그래서 안되겠다 싶어서 '노베이스 수학강사 추천' , ' 수학노베추천' 엄청 검색했어요. 대체적으로 5분을 추천하더라구요. 5분중에는 유료인강도있어서 무료OT강의보면서 나름대로 저에게 맞는 분을 찾아보았습니다.

그래서 저는 정종영선생님께 배우자고 마음을 먹었습니다.
첫번째이유는 시작하실때 읽어주시는 글귀가 너무 좋았습니다. 할수있다는 힘을 주는것 같았어요. 그래서 저는 매일 첫 강의로 정종영선생님 강의를 들었어요. 그래야 다른과목들까지도 힘이 나더라구요.
두번째이유는 자세한설명이였습니다. 선생님의 수학책은 교과서를 제외하고는 한글이 가장많은 책인것같아요. 그래서 강의를 끝내고 복습할때 정말 편했습니다.
세번째이유는 수강후기 답글입니다. 저는 수강후기의 답글이 학생에게 큰 영향을 미칠거라고는 생각을 못했는데....!! 이 영향이 어마어마 했습니다! 공부하기 싫은날..(그런날이 있잖아요 모두...하핳) 진짜 하기싫은데...대박이 번호도있고, 내가 얼마나 공부했는지 바로바로 업데이트되고...안할수가없었어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 수강후기올리면 선생님 풀이답글을 기다리게되더라구요ㅋㅋㅋㅋㅋㅋ..ㅎ
그래서 이렇게 완강을 할 수 있었습니다..!

정종영선생님 좋은 강의 진심으로 감사합니다!!!
남은 수2도 수특도 수완도 함께 해주세요!!!＼(^^)／",베스트
1499,1499,정종영,2565,안*준,23.01.28,3037,[2024 수능개념] 3주완성 개념끝판왕! 정종영의 수학Ⅰ,1강 숙제한 32세입니다.,"유튜버 미미미누 영상 중 N수의 신 콘텐츠에서 서울대 의대 출신이 정종영 선생님의 3주완성 개념끝판왕 좋다고 소개해서 1강 들었습니다. 

대학은 운 좋게 논술로 가고 취업도 했지만 중고등학교 때 수학을 포기하고 수학을 피해서 살았던 게 평생 한이었습니다.
그래서 항상 시간이 있으면 수학 공부를 해서 한을 풀고싶었습니다. 그런데 막상 공부를 하려니 어디서부터 어디까지 공부해야하는지 모르겠고 공부를 하려고 해도 할 수가 없어서 답답했습니다.

그런데 오늘 선생님 강의를 듣고 딱 깨닫고 울컥했습니다. 정말 감사합니다 선생님, 비록 강의를 중간에 여러번 멈추고 생각하면서 따라갔지만 그간의 제 갈증이 말끔히 씻어지는 경험을 했습니다. 

정말 우연히 선생님 강의를 알게되었고 이렇게 강의를 들을 수 있어서 정말 너무너무 행복합니다. 

수능에는 관심이 없지만 선생님 강의를 열심히 잘 따라가서 인생 대박치겠습니다. 

감사합니다!! ",베스트
